name	map_to
Strictosidine alkaloids	ISA38958
(3'->5')-cyclic dinucleotides and analogues	ISA23447
(3'->5')-cyclic dinucleotide bis(phosphoromonothioate) analogues	ISA23447
(3'->5')-cyclic dinucleotide phosphoromonothioate analogues	ISA23447
(3'->5')-cyclic dinucleotide phosphorotrithioate analogues	ISA23447
(3'->5')-dinucleotides and analogues	ISA23447
(3'->5')-dinucleotide phosphorothioates	ISA23447
(3'->5')-dinucleotide phosphorodithioates	ISA23447
Phosphorothioate poynucleotides	ISA76674
Phosphorothioate oligonucleotides	ISA76674
Purine nucleosides	ISA26394
Purine 2'-deoxyribonucleosides	ISA19254
Imidazole ribonucleosides and ribonucleotides	ISA37293
Phenanthridines and derivatives	ISA51245
Pachydictyane and cneorubin diterpenoids	ISA23849
Alpha-acyloxy ketones	ISA17087; ISA33308
"Lignans, neolignans and related compounds"	ISA26004
1-aryltetralin lactones	ISA25000; ISA25036
Colchicines	ISA22160; ISA22315; ISA38032
Vinylogous esters	ISA47985; ISA51689
Vinylogous acids	ISA33823; ISA51689
Stenine-type alkaloids	ISA22315; ISA36183
Stemoamide-type alkaloids	ISA26979; ISA22315
Aralkylamines	ISA18000
Vinylogous amides	ISA51689; ISA47989
Organic salts	ISA24868
Imidolactams	ISA35356; ISA5686
Fatty acyl glycosides of mono- and disaccharides	ISA52782
Saccharolipids	ISA16412
Imidothiolactones	ISA35352; ISA33261; ISA5686
Dialkylthioethers	ISA22327
Imidolactones	ISA52479; ISA38104
Indolonaphthyridine alkaloids	ISA38163; ISA22315
Dialkylarylamines	ISA23665; ISA50996
Cyclic carboximidic acids	ISA48378
Chloroalkenes	ISA36387
Alkyldiarylamines	ISA50996; ISA33860
Vinylogous halides	ISA36684
Bromoalkenes	ISA51328
Carbothioic S-lactones	ISA26959
Diarylthioethers	ISA35683
Alkylarylthioethers	ISA35683
Sulfuric acid monoamides	ISA35719
Aminotoluenes	ISA22531
Phosphoric monoester diamides	ISA27577
Acetamides	ISA22160
Carbothioic S-esters	ISA26959
Substituted anilines	ISA48975
Polyhalopyridines	ISA39173
Beta-diketones	ISA67265
"2-amino-1,3-thiazoles"	ISA38418; ISA33860
Pyrimidine 2'-deoxyribonucleosides	ISA19255
Acetanilides	ISA13248; ISA22160
Phenylalkylamines	ISA18000
Perfluoroalkyl carboxylic acid and derivatives	ISA37143
Perfluorooctanoic acid and derivatives	ISA37143
Perfluorooctane sulfonic acid and derivatives	ISA37143
Perfluoroalkyl sulfonamides	ISA37143; ISA35358
Fluoroalkenes	ISA37143; ISA78840
Methoxyanilines	ISA51683; ISA48975
Organic metalloid salts	ISA24868
Acetate salts	ISA59230
Dimethoxybenzenes	ISA51681
Phenols	ISA33853
L-alpha-amino acids	ISA15705
Alkyl-phenylketones	ISA76224
"Pyrimidine 2',3'-dideoxyribonucleosides"	ISA48441
"2-amino-1,3,4-thiadiazoles"	ISA39472; ISA33860
Acetylides	ISA73478
3-alkylindoles	ISA24828
Tyrosine and derivatives	ISA62761
3-methylindoles	ISA38460
Hydroxybenzaldehydes	ISA24673
3-pyridinecarbonitriles	ISA26421; ISA18379
Nitrophenols	ISA25562
Acylaminobenzoic acid and derivatives	ISA48470
Pyrimidine nucleosides	ISA26440
Diphenylethers	ISA35618
Acrylic acids and derivatives	ISA78840: HFP18308
Phenolic glycosides	ISA24400
Tetraalkylammonium salts	ISA35273
Pentaorganoarsanes	ISA33406
Glycine and derivatives	ISA24373
Cyanides	ISA18379
Alanine and derivatives	ISA22278
Aspartic acid and derivatives	ISA22661
D-alpha-amino acids	ISA16733
Organosulfonic acids	ISA33551
Organic oxides	ISA36963
C19-gibberellin 6-carboxylic acids	ISA20858; ISA38305
2-arylethylamines	ISA64365
Asparagine and derivatives	ISA22654
Cysteine and derivatives	ISA25309
Histidine and derivatives	ISA24599
Leucine and derivatives	ISA47003
Methionine and derivatives	ISA25230
Phenylalanine and derivatives	ISA25985
Serine and derivatives	ISA26649
Valine and derivatives	ISA27267
m-Xylenes	ISA38975
Glutamic acid and derivatives	ISA24315
o-Xylenes	ISA38975
Organoheterosilanes	ISA25713
Pyridoxamine 5'-phosphates	ISA36970: HFP16410
Proline and derivatives	ISA26273
5'-deoxyribonucleosides	ISA36988
Trialkyl amine oxides	ISA35580
Tropane alkaloids	ISA37332
Cyanide salts	ISA36572
Polyamines	ISA50047
Dihexoses	ISA36233
Beta Keto-Acids and Derivatives	ISA25754
Alkylamines	ISA13759
Folic Acid Derivatives	ISA37445
Gamma Keto-Acids and Derivatives	ISA25754
Alpha Keto-Acids and Derivatives	ISA25754
Acyclic Triterpenes	ISA35191
Mixed Pentose/Hexose Disaccharides	ISA36233
Sesterterpenes	ISA35192
Glycoamino Acids and Derivatives	ISA35258
Cinnamic Acid Derivatives	ISA23252
Trihexoses	ISA27150
Phosphatidic Acids	ISA16337
Tetrahexoses	ISA50126
Aromatic Homomonocyclic Compounds	ISA33847
Diterpenes	ISA35190
Hydroxycinnamic Acid Derivatives	ISA24689
Sesquiterpenes	ISA35189
Benzoic Acid and Derivatives	ISA22723
Organophosphate Esters	ISA37734
Aminobenzoic Acid Derivatives	ISA22495
Aminophenol Derivatives	ISA28829
Isoquinolines	ISA24922
Triterpenes	ISA35191
Acyl Phosphates	ISA37787
Aromatic Monoterpenes	ISA35186; ISA33658
Aliphatic Acyclic Compounds	ISA33653
N-acetyl-alpha-hexosamine-1-phosphates	ISA52079
Methoxyphenols and Derivatives	ISA33853; ISA51683
Lipoic Acid Derivatives	ISA39192; ISA59643; ISA48847
Organic Thiophosphoric Acid Esters	ISA37512
Organic Sulfuric Acid Diamides	ISA51871
Hexose Oligosaccharides	ISA50699
Other Steroids and Derivatives	ISA35341
Oleanane Triterpenes	ISA35191
Coumaric Acid Derivatives	ISA24689
Benzyl Alcohols and Derivatives	ISA22743
Ketosteroids	ISA35789
Vitamin K	ISA25481
Mixed Pentose/Hexose Trisaccharides	ISA27150
Solanidine and Derivatives	ISA35341; ISA51914
p-Menthane Monoterpenes	ISA35187; ISA33654
Monocyclic Monoterpenes	ISA33664; ISA35187
Waxes	ISA73702
Monoterpenes	ISA35187
Arthro and Ganglio series	ISA62941
Bicyclic Monoterpenes	ISA35187; ISA36785
Difurocoumarocyclopentenone Series	ISA48210
Hemiterpenes	ISA35188
Flavanols	ISA72010
Polyhexoses	ISA18154
Acyclic Alkenes	ISA33645
Chlorocarbons	ISA39226
Aromatic Homopolycyclic Compounds	ISA33848
Jatropha Diterpenes	ISA35190
Isooctanes	ISA18310
Other Mixed Trisaccharides	ISA63571
Methylpyridines	ISA25340
Dicarboxylic acids and derivatives	ISA35692
Phenolic glycosides	ISA24400
Diphenylethers	ISA35618
Branched unsaturated hydrocarbons	ISA24632
Branched alkanes	ISA18310
o-Hydroxybenzoic acid esters	ISA36054; ISA33853; HFP16914
Polycyclic hydrocarbons	ISA33666
Unsaturated aliphatic hydrocarbons	ISA24632
Homogeneous alkali metal compounds	ISA25707
Purine 3'-deoxyribonucleosides	ISA36987; ISA26401
Polyterpenoids	ISA26207
Bactoprenol diphosphates	ISA37841
Hydrocarbon derivatives	ISA50860
Benzimidazole ribonucleosides and ribonucleotides	ISA47917
"1-alkyl,2-acylglycerophosphates"	ISA16961; ISA64611
"1-(1Z-alkenyl),2-acyl-glycerophosphates"	ISA16961; ISA64612
Bactoprenol monophosphates	ISA37841
Menaquinones	ISA25185
Hydroxypyrimidines	ISA38340
Acetohydroxamic acids	ISA22177
Aminocyclitols	ISA61689
Fatty acids and conjugates	ISA61697
Alpha-imino acids	ISA23591; ISA24783
Benzanilides	ISA22702
Trifluoromethylbenzenes	ISA83565
4-aminoquinolines	ISA36709
Aromatic anilides	ISA62733
Aniline and substituted anilines	ISA48975
Aryl thioethers	ISA35683
"N,N-dialkyl-p-toluamides"	ISA22702
Aryl-phenylketones	ISA76224
N-alkylindoles	ISA24828
1-benzoylpiperidines	ISA48591; ISA22702
Furopyridines	ISA38197
"Pyrrolo[2,3-d]pyrimidines"	ISA38670
P-toluenesulfonamides	ISA35358
Benzenesulfonyl compounds	ISA33552
Triphenyl compounds	ISA33836
1-hydroxy-4-unsubstituted benzenoids	ISA33853
Crinine- and Haemanthamine-type amaryllidaceae alkaloids	ISA22315
Indazole-3-carboxamides	ISA38769; ISA62733
Furanonaphthodioxoles	ISA50307
Polybrominated biphenyls	ISA22888; ISA37149
2-benzimidazolylcarbamic acid esters	ISA22715; ISA23003
Phenyl sulfoxides	ISA22063
O-haloacetanilides	ISA62733
Coumarans	ISA38830
"1,2,4-benzothiadiazine-1,1-dioxides"	ISA50265
Galanthamine-type amaryllidaceae alkaloids	ISA22315
"Phenyl-1,3-oxazoles"	ISA46812
Cyclohexenones	ISA48953
"Imidazo[1,5-a][1,4]benzodiazepines"	ISA38101; ISA26979
Phenylbenzamines	ISA33860
Phthalimides	ISA82851
1-benzothiophenes	ISA38836
Homolycorine-type amaryllidaceae alkaloids	ISA22315
Hydroxyindoles	ISA84729
Phenylpyridazines	ISA37921; ISA36820
Retro-dihydrochalcones	ISA71230
"Pyrazolo[3,4-d]pyrimidines"	ISA38669
Phenyloxadiazoles	ISA46685; ISA36820
2-benzylaminopyridines	ISA38207
Precocenes	ISA23232; HR26220
Iridoid O-glycosides	ISA50563; ISA24400
p-Hydroxybenzoic acid alkyl esters	ISA79323
Chloroquinolines	ISA26513; ISA36683
Organic thiophosphoric acids and derivatives	ISA37512
2-furanilides	ISA24129; ISA62733
Heteroaromatic compounds	ISA33833
Methylthio-s-triazines	ISA38174; ISA16385
8-hydroxyquinolines	ISA38774
2-heteroaryl carboxamides	ISA62733; ISA33833
"3,3'-disubstituted benzidines"	ISA22888; ISA48975
Xylenols	ISA33853
"1,4-benzodiazepines"	ISA22720
N-cinnamoylanthranilic acids	ISA48470; ISA23247; HFP30754
"1,3,5-triazine-2,4-diamines"	ISA38170
N-acyldopamines	ISA37622; HFP18243
"1,3,4-thiadiazol-2-ylureas"	ISA47857; ISA38099
Norbelladine-type amaryllidaceae alkaloids	ISA22315
"Pyrido[3,4-d]pyrimidines"	ISA38932
Phenyl thiophosphates	ISA37512
Haloquinolines	ISA26513; ISA36684
Alkyl-2-thio-S-triazines	ISA38174; ISA16385
Hydroxyisoflavonoids	ISA50753; ISA33822
Oxime carbamates	ISA35352; ISA23003
Jerveratrum-type alkaloids	ISA22315
Quinoline-3-carboxamides	ISA26513; ISA62733
N-acetyl-2-arylethylamines	ISA22160
"Pyrazolo[1,5-a]pyrimidines"	ISA38669
"N,N-disubstituted p-toluenesulfonamides"	ISA35358
Nitroaromatic compounds	ISA35716
Phenylcarbamic acid esters	ISA23003
5-alkyl-2-carboxypyrimidines	ISA78574
Acylsalicylamides	ISA22702; ISA33308; HFP32114
1-benzylquinolines	ISA26513
"N,N-dialkyl-m-toluamides"	ISA22702
Phenoxy compounds	ISA35618
"2',5'-dideoxyribonucleosides"	ISA23636
1-hydroxy-2-unsubstituted benzenoids	ISA33853
Cyclohexyl halides	ISA36684; ISA33654
Sulfonated stilbenes	ISA26776; ISA35850
Nitrophenyl ethers	ISA35618; ISA35716
N-acyl-L-alpha-amino acids	ISA21644
Thienothiophenes	ISA48653
Naphthalene-2-carboxanilides	ISA48739
Glutamine and derivatives	ISA70813
"1,2-dithiole-3-thiones"	ISA48859
2'-Aminoanilides	ISA62733; ISA33860
Artemisinins	ISA63920
Phenanthridine- and phenanthridone-type amaryllidaceae alkaloids	ISA22315
Dialkyl alkylphosphonates	ISA37735
"Chromeno[2,3-b]pyridines"	ISA53792
Cephalosporin 3'-esters	ISA23066
4-quinolinemethanols	ISA26513; ISA33854
Carbamate esters	ISA23003
Acylsalicylic acids	ISA22723; ISA33308; ISA26596
Ketals	ISA59777
Amino acids	ISA33709
Organosulfonic acid esters	ISA83347
Imidazoquinolines	ISA38776
Phenyl phosphates	ISA36943
"Chromeno[2,3-b]pyridine-5-ones"	ISA53792
Thiuram disulfides	ISA35489
Aminophenyl ethers	ISA35618; ISA48975
Cephalosporin 3'-carbamates	ISA23066; ISA23003
"Pyrido[2,3-d]pyrimidines"	ISA38932
2-halopyridines	ISA26421; ISA36684
4-alkoxyphenols	ISA35618; ISA33853
3'-quaternary ammonium cephalosporins	ISA23066; ISA26469
N-methylpyridinium compounds	ISA38188
"Purine 2',3'-dideoxyribonucleosides"	ISA48442
Alpha-haloketones	ISA51839
1-hydroxysteroids	ISA71017
Lycorine-type amaryllidaceae alkaloids	ISA22315
Furoic acid esters	ISA33308; HFP30845
C-nitro compounds	ISA35716
Aryl phosphotriesters	ISA36943
2-pyridylmethylamines	ISA38198
N-acetylarylamines	ISA22160; ISA62733
Benzenesulfonate esters	ISA83352
Chloronaphthalenes	ISA25477; ISA36683
Furoic acids	ISA36055
2-nitrothiophenes	ISA26961; ISA35716
"1,2,4-triazines"	ISA39410
"N,S-acetals"	ISA33261; ISA35352
Isoleucine and derivatives	ISA24899
Furoic acid and derivatives	ISA36055
Furan-3-carboxylic acid and derivatives	ISA36055; HFP30846
4-aroylquinolines	ISA26513; ISA76224
Azacyclic compounds	ISA38101
Pyrazole-5-carboxamides	ISA26410; ISA62733
1-benzothiophene-2-carboxanilides	ISA38836; ISA62733
"3,4,5-trisubstituted-2-aminothiophenes"	ISA26961; ISA33860
"Pyrrolo[3,2-c]quinolines"	ISA50918
"1,2,4-triazolo[3,4-a]phthalazines"	ISA60482
"Imidazo[1,2-a]pyrimidines"	ISA35875
p-Xylenes	ISA38976
2-phenoxypropionic acid esters	ISA33308
"Benzo-1,2,3-triazines"	ISA51361
N-benzoyl-N'-phenylureas	ISA74266
3-furanilides	ISA24129; ISA62733
Hydrazinecarboxylic acid esters	ISA33308; HFP38662
Dinitrophenols	ISA39352
N-acylserotonins	ISA37622; ISA84729; HFP28790
Benzotriazine organothiophosphates	ISA37512; ISA51361
Triazolobenzothiazoles	ISA48908
p-Phthalate esters	ISA35484
Pyrazole-4-carboxamides	ISA26410; ISA62733
N-benzoylpyrazoles	ISA38318
Dithiophosphate O-esters	ISA37512
Benzoylpyrazoles	ISA38318
Peptoid-peptide hybrids	ISA16670
"2-amino-5-substituted-1,3,4-thiadiazoles"	ISA38099; ISA33860
Anthranilamides	ISA22702; HFP30754
Dinitroanilines	ISA25550
2-benzylamino-s-triazines	ISA26588; ISA33860
Phenylisopropylamines	ISA32952
m-Hydroxybenzoic acid esters	ISA36054; ISA33853
"Furo[2,3-d]pyrimidines"	ISA46910
Arginine and derivatives	ISA22617
Halomethanes	ISA39279
L-cysteine-S-conjugates	ISA64987
Triorganotin halide salts	ISA51069; ISA25717
Trihalomethanes	ISA39279
Organoheterocyclic compounds	ISA24532
N-organohydroxylamines	ISA24709
Organosulfenic acids and derivatives	ISA51333
Organosulfonic acids and derivatives	ISA33552
Organoalkaline-earth metal compounds	ISA25707
Phenylacetic acids	ISA22712; ISA33575
Phenylcarbamic acids	ISA33709; HFP28616
Actinide perrhenates	ISA33498; HP49858
"N,N-diphenylcarbamic acids"	ISA33709; HFP28616
Thionucleosides	ISA60783
Organic nitro compounds	ISA35716
Organic plumbates	ISA33586
Organosulfenic acid amides	ISA51333
Organosulfenic acid halides	ISA51333
Organosulfenic acids	ISA51334
1Z-alkenylglycero-3-phosphates	ISA37739; ISA64611
Dialkylglycerophosphates	ISA37739; ISA64611
Dialkylglycerol-3-phosphocholines	ISA36313; ISA64611
"1-acyl,2-alkylglycerophosphoglycerols"	ISA24360; ISA64611
Organometalloid compounds	ISA50860
Organotransition metal compounds	ISA25707
Organo-alkali-metal compounds	ISA25707
"1-alkyl,2-acyl-glycerol-3-phosphoserines"	ISA35766; ISA64611
Organic nitrosamines	ISA35803
Monoalkylglycerophosphates	ISA37739; ISA64611
"1-(1Z-alkenyl),2-acylglycerophosphoserines"	ISA35766; ISA64611
"1-acyl,2-alkylglycerophosphoethanolamines"	ISA52578; ISA64611
Monoalkylglycerophosphocholines	ISA78196
Quinoline-3-sulfonamides	ISA35358; ISA26513
Organo-post-transition metal compounds	ISA25707
Organosulfonamides	ISA35358
Diacylglycerophosphodiradylglycerols	ISA24360
3-MCPD monoesters	ISA33308; ISA36683; HFP18721
Organic aluminates	ISA51175
Organic stannates	ISA25717
1-(1Z-alkenyl)-glycero-3-phosphocholines	ISA36313; ISA64611
Benzotriazole ribonucleosides and ribonucleotides	ISA48912; ISA21731
Indazole ribonucleosides and ribonucleotides	ISA38769; ISA21731
Indole ribonucleosides and ribonucleotides	ISA24828; ISA21731
Sulfite esters	ISA39088
Pyrazole ribonucleosides and ribonucleotides	ISA26410; ISA21731
Pyrimidine 3'-deoxyribonucleosides	ISA36987; ISA39447
Pyrazolopyrimidine ribonucleosides and ribonucleotides	ISA38669; ISA21731
Dialkylglycerophosphoglycerophosphates	ISA37739
Triazoloquinazolines	ISA131355
Ergoline and derivatives	ISA60529
Atisine-type diterpenoid alkaloids	ISA23847
Akuammilan and related alkaloids	ISA38958
9b-azaphenalenes	ISA26979; ISA38031
"1,1-diols"	ISA63732
Organic phosphoric acid monoamides	ISA17102
Grayanoids	ISA35190
Acetohydroximates	ISA22177
1-(1Z-alkenyl)-glycero-3-phosphates	ISA52568; ISA64611
2-(1Z-alkenyl)-glycero-3-phosphates	ISA37739; ISA64611
"1,2-diacylglycero-3-phosphosulfocholines"	ISA37739
Glyco-alpha-amino acids	ISA35258
Glycosyl-alpha-amino acids	ISA35258
1-acyl-3-O-beta-D-galactosyl-sn-glycerols	ISA63425
1-acyl-3-O-beta-D-digalactosyl-sn-glycerols	ISA63425
Dihydrobenzofuran and benzofuran lignans	ISA25036; ISA35259
Glycerophosphonoethanolamines	ISA36567
Pyranosyl nitrile oxides	ISA47838; ISA63299
Phosphorothioate polynucleotides	ISA76674
Purine nucleoside phosphorothioates	ISA48208
Pyrimidine nucleoside phosphorothioates	ISA48208
"2',3'-cyclic purine nucleoside phosphorothioates"	ISA48208
"2',3'-cyclic pyrimidine nucleoside phosphorothioates"	ISA48208
Mono-(1Z-alkenyl)-glycerols	ISA76575
Glycero-3-pyrophosphates	ISA26707
Monoradylglycerols	ISA76575
Diradylglycerols	ISA76578
Dialkylglycerols	ISA76578
"1-alkyl,3-acylglycerols"	ISA76225
"1-acyl,2-alkylglycerols"	ISA76578
"1-alkyl,2-acylglycerols"	ISA598
Alkyldiacylglycerols	ISA18035
Triradylcglycerols	ISA35741
1Z-alkenyldiacylglycerols	ISA18035
Dialkylmonoacylglycerols	ISA17408
Glycosylmonoalkylglycerols	ISA63427
Glycosylmonoradylglycerols	ISA63427
Glycosyldialkylglycerols	ISA63427
Glycosylalkylacylglycerols	ISA63427
Glycosyldiradylglycerols	ISA63427
1Z-alkenylglycerophosphocholines	ISA36313
1Z-alkenylacylglycerols	ISA18035
"1-(1Z-alkenyl),2-acyl-glycerols"	ISA18035
"1-acyl,2-(1Z-alkenyl)-glycerophosphocholines"	ISA18035
"1-(1Z-alkenyl),2-acyl-glycerophosphocholines"	ISA78188
"1-acyl,2-alkylglycero-3-phosphocholines"	ISA78189
"1-alkyl,2-acylglycero-3-phosphocholines"	ISA78186
"1-alkyl,2-acylglycerophosphoethanolamines"	ISA52578
Dialkylglycerophosphoethanolamines	ISA37814
"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines"	ISA36314
Monoalkylglycerophosphoethanolamines	ISA36314
1-(1Z-alkenyl)-glycero-3-phosphoethanolamines	ISA36314
Alkyldiazohydroxides	ISA35352; ISA36963
Dialkylglycerophosphoserines	ISA35766
Monoalkylglycerol-3-phosphoserines	ISA35766
1Z-alkenylglycero-3-phosphoserines	ISA35766
"1-alkyl,2-acylglycerophosphoglycerols"	ISA24360
"1-(1Z-alkenyl),2-acylglycerophosphoglycerols"	ISA24360
Dialkylglycerolphosphoglycerols	ISA24360
Monoalkylglycerophosphoglycerols	ISA24360
1-(1Z-alkenyl)glycerophosphoglycerols	ISA24360
Monoacylglycerophosphomonoradylglycerols	ISA24360
Diacylglycerophosphomonoradylglycerols	ISA24360
"1-alkyl,2-acylglycerophosphoglycerophosphates"	ISA37739
"1-(1Z-alkenyl),2-acylglycerophosphoglycerophosphates"	ISA37739
"1-alkyl,2-acylglycerophosphoinositols"	ISA36315
"1-(1Z-alkenyl),2-acylglycerophosphoinositols"	ISA36315
Dialkylglycerophosphoinositols	ISA36315
Monoalkylglycerophosphoinositols	ISA36315
1-(1Z-alkenyl)glycerophosphoinositols	ISA36315
Glycero-3-phosphosulfocholines	ISA37739
Dolichols	ISA16091
Dolichyl monophosphates	ISA16214
Dolichyl diphosphates	ISA15750
Acyldolichols	ISA16030
Bactoprenols	ISA16091
Inorganic salts	ISA24839
Trialkylsilanes	ISA25713
Phosphoric monoester monoamides	ISA27577
Phosphoric diester monoamides	ISA27577
Organic phosphoric acid triamides	ISA17102
Carbothioic O-esters	ISA51278
Carbothioic O-lactones	ISA51278
Carbothioic halides	ISA50492
Carbodithioic acid esters	ISA59785
Carbodithiolactones	ISA59785
Oxime esters	ISA33308
Hydroxamic acid esters	ISA75606
Imidothioic acids	ISA35352; ISA33261
Cyclic imidothioic acids	ISA35352; ISA33261
Cyclic imidoyl halides	ISA35352; ISA36684
Organic phosphonic acid diamides	ISA37672
Phosphonic acid diesters	ISA37735
Phosphonic amide esters	ISA37672; ISA37735
Ketene silyl acetals	ISA25713
Silyl monohalides	ISA25713; ISA24471
Silyl dihalides	ISA25713; ISA24471
Silyl trihalides	ISA25713; ISA24471
N-acetoxyarylamines	ISA21494
Haloalkenes	ISA5610
Iodoalkenes	ISA5610
Fatty N-acylethanolamines	ISA52640
Fatty Acyls	ISA24027
2-aroylquinolines	ISA26513; ISA76224
5-amino-2-aroylquinolines	ISA26513; ISA76224; ISA33860
Stemonamine-type alkaloids	ISA22315
Tuberostemospironine-type alkaloids	ISA22315
Parvistemoline-type alkaloids	ISA22315
Hydrobromides	ISA48367
Hydrochlorides	ISA36807
Alkylglucosinolates	ISA36445
Organic potassium salts	ISA26218
Organic sodium salts	ISA38700
Organic sulfate salts	ISA51337
Organic bromide salts	ISA48369
Organic chloride salts	ISA36094
Organic iodide salts	ISA50356
Organic perchlorate salts	ISA52165
Dithiocarbamic acids and derivatives	ISA33261; ISA35352
Dithiocarbamic acids	ISA78787
Dithiocarbamic acid esters	ISA38129
Cyclic dithiocarbamates	ISA38129
Phosphine sulfides	ISA63258
Phosphine imides	ISA63258
Inorganic arsenides	ISA24839
Inorganic sulfides	ISA24839
Inorganic phosphides	ISA24839
Inorganic oxides	ISA24839
Inorganic hydrides	ISA24839
Inorganic selenides	ISA24839
Nitrosamides	ISA51143; ISA25806
Inorganic nitrosamines	ISA51143; ISA25806
Inorganic hydroxylamines	ISA51143; ISA25806
Isporenylated bicyclo [2.2.2] alkaloids	ISA22315
Dialkyl peroxides	ISA25702
2-aminoanthraquinones	ISA22580; ISA33860
Benzidines	ISA22888; ISA48975
"3,3'-dihalogenated benzidines"	ISA22888; ISA48975; ISA48975
Perfluorooctane phosphonic acid and derivatives	ISA37143; ISA37588
Perfluoroalkyl sulfonic acid and derivatives	ISA37143; ISA33552
Perfluoroalkyl phosphonic acid and derivatives	ISA37143; ISA37588
Diaminotoluenes	ISA23666; ISA27024
Fluorotelomer alcohols	ISA63922
Dinitrotoluenes	ISA23822
Halopyridines	ISA26421; ISA36684
Organic nitrenes	ISA50860
Carbonylnitrenes	ISA50860
Sulfonylnitrenes	ISA50860
Alkyldimethylbenzylammonium halides	ISA35273; ISA33958
Alkyldimethylbenzylammonium chlorides	ISA35273; ISA23114
Benzyl bromides	ISA59857
Benzyl chlorides	ISA59852
Benzyl halides	ISA59851
Benzyl fluorides	ISA59851; ISA37143
Toluene diisocyanates	ISA53213; ISA27024
Arsines	ISA22637
Diarsolanes	ISA38783
Arsine oxides	ISA35843
Arsine imides	ISA22632
Arsine sulfides	ISA22632
Acylals	ISA59769
Organosulfonic anhydrides	ISA48899
Sulfonediimides	ISA33261; ISA51143
Organic triazanes	ISA35352; HPH50155
Aminoxides	ISA35580
Phosphonic dihydrazides	ISA35362; ISA26082
Organic cobalt salts	ISA35698
Inorganic cobalt salts	ISA35698
Organic transition metal salts	ISA24868
2-aminobenzamides	ISA22702; ISA48975
2-aminothiophenes	ISA33860; ISA26961
N-arylated-2-aminothiophenes	ISA33860; ISA26961
Benzazocines	ISA39307
Phthalate esters	ISA35484
m-Phthalate esters	ISA35484
o-Phthalate esters	ISA35484
C20-gibberellin 6-carboxylic acids	ISA20859
C20-gibberellin 20-carboxylic acids	ISA20859
"2-hydroxy,20-norgibberellanes"	ISA23849
Organocopper compounds	ISA51182
Organic copper salts	ISA23377
Inorganic copper salts	ISA23377
Vinylogous thioesters	ISA51689; ISA16385
4-hydroxy-3-polyprenylbenzoic acids	ISA24676; ISA78840
(5L-glutamyl)-alpha-peptides	ISA16670
5L-glutamyl alpha-amino-acids	ISA15857
Organolead compounds	ISA33586
Organosilver compounds	ISA51191
Alkyl lead compounds	ISA33586
Hydroxymercuribenzoic acids	ISA25194
Mercuribenzoic acids	ISA25194
2-Hydroxymercuribenzoic acids	ISA25194
3-Hydroxymercuribenzoic acids	ISA25194
4-Hydroxymercuribenzoic acids	ISA25194
2-Mercuribenzoic acids	ISA25194
3-Mercuribenzoic acids	ISA25194
4-Mercuribenzoic acids	ISA25194
Organic metal salts	ISA24868
Organic metal bromide salts	ISA48369
Organic tin salts	ISA27008
Inorganic tin salts	ISA27008
Organic post-transition metal salts	ISA24868
Organic aluminium salts	ISA33620
Alkyl mercury compounds	ISA25706
Aryl mercury compounds	ISA25706
Phallotoxins	ISA24533
Amatoxins	ISA24533
Perfluoroalkane N-alkylsulfonamides	ISA37143; ISA35358
"Perfluoroalkane N,N-alkylsulfonamides"	ISA37143; ISA35358
Perfluoroalkane sulfonamidoethanols	ISA37143; ISA35358
Perfluoroalkane sulfonamidoacetals	ISA37143; ISA35358
Perfluoroalkanesulfonyl fluorides	ISA37143; ISA33552
Organic lead salts	ISA37185
Inorganic lead salts	ISA37185
Trivalent inorganic arsenic compounds	ISA22632
Pentavalent inorganic arsenic compounds	ISA22632
Trivalent organic arsenic compounds	ISA33406
Pentavalent organic arsenic compounds	ISA33406
Inorganic arsenic compounds	ISA22632
Methylated trivalent arsenic compounds	ISA33406
Trialkylarsanes	ISA33406
Inorganic mercury compounds	ISA36561
Inorganic nickel compounds	ISA35438
Inorganic silver salts	ISA33968
Organic silver salts	ISA33968
Transition metal cyanide salts	ISA36572
Triorganolead compounds	ISA33586
Triorganotin compounds	ISA25717
Triorganotin metal salts	ISA25707
Trialkylstibanes	ISA50007
Monoalkyltins	ISA25717
Dialkyltins	ISA25717
Trialkyltins	ISA25717
Organochromium compounds	ISA35409
Inorganic chromium (VI) compounds	ISA35403
Organic cadmium salts	ISA36565
Inorganic cadmium salts	ISA36565
Inorganic antimony salts	ISA50007
Organic antimony salts	ISA50007
Vinylaziridines	ISA51320
N-vinylaziridines	ISA51320
4-arylsulfanyl-substituted kainoids	ISA38260; ISA35850
Cyanogens	ISA18379
Dialkyltin dicarboxylates	ISA25717
Thiodisulfinates	ISA50094
Acyl nitrates	ISA35716
Peroxyacyl nitrates	ISA35716
Dialkyldisulfides	ISA35489
Dialkyltin salts	ISA25717
Alkyl nitrates	ISA51080
Acyl nitrites	ISA51143
Alkyl nitrites	ISA51143
Alkyl perchlorates	ISA23117
1-phenethylisoquinolines	ISA24922
"Mitomycins, mitosane and mitosene derivatives"	ISA25558
Organic alkali metal salts	ISA25707
Thio-linked disaccharides	ISA63353
N-linked disaccharides	ISA63353
Inorganic sodium salts	ISA38702
Inorganic chloride salts	ISA36093
"1,3,5-triazine ribonucleosides and ribonucleotides"	ISA26588; ISA21731
"1,3,5-triazines"	ISA26588
